content,score,at
Saya kecewa mau nonton malah disuruh bayar!!!!!!!,2,2022-11-13 18:42:32
"Ini kenapa yah kok mau berlangganan sebulan gabisa yah buat pembayaran nya juga close semua, bulanan juga gak ada",3,2022-11-13 17:25:28
Sudah hampir 1 bulan ini gak bisa diputar di semua perangkat. Itu kenapa ya?,1,2022-11-13 16:46:46
Aslikeren,5,2022-11-13 16:07:56
"Always freeze, please fix",1,2022-11-13 14:57:14
Kenapa mau langganan amat sangat susah si.. ini mau ganti gmail aja kagak bisa2..niat ga si bikin apliasi lengkapi menu pengaturanya dong biar orang lebih gampang buat akses. Perbandinganya beda bngt ama netflix bener2 ribet ini aplikasi,1,2022-11-13 12:29:09
Banyak scene yg terskip....,2,2022-11-13 11:05:57
"Layar gelap nggak ada gambar cuma ada suara dan teksnya doang,,ini kenapa ???",2,2022-11-13 08:55:11
Good,5,2022-11-13 06:41:34
I like,5,2022-11-12 17:06:07
"Kukira film nya kumplit,kenapa harus langganan aplikasi ini,😂😂😂, cari itu gk ada,cari ini gk ada rugi sih enggak ,tapi nyesek nya itu loh",2,2022-11-12 17:00:31
Ko bayar sih gak puas kalo seperti ini,1,2022-11-12 16:38:16
Mantap bangetsih paketnya murah banyak tontonan yang menarik lagi semoga gak nemu bug bug apapun itu,5,2022-11-12 15:26:08
Gak bisa login ke TV padahal udah ngikutin arahan. Sering macet2 pas nntn kayak nntn CD daripada HD.,2,2022-11-12 10:04:41
Sudah langganan. Mau nonton film gak bisa cuma bufering aja padahal WiFi kuat. Mau nonton di tv cuma tmpilan biru aja gak bisa masuk ke beranda,2,2022-11-12 09:44:05
"Baru langganan tapi kenapa gak bisa play? Tulisannya ""kesalahan memutar konten ini karena layanan media tidak tersedia pada perangkat anda. Silahkan mulai ulang perangkat anda dan coba lagi. (PL-1000) Udah restart-shutdown tetep aja gak bisa play aneh Mending langganan N lagi dah dan kembalikan 200k saya",1,2022-11-12 06:51:05
Film nya bagus²,5,2022-11-11 21:58:37
Bagus film nya,5,2022-11-11 21:37:44
"Sudah berlangganan dengan paket yang ditentukan tapi tetap saja keluar tulisan biru "" Berlangganan"" akhirnya film nya tidak bisa ditonton",1,2022-11-11 18:53:07
"Sdh berlangganan lewat paketan telkomsel tp gak bs nonton filmnya, sedih banget..",1,2022-11-11 18:49:38
Good..,5,2022-11-11 17:56:43
"Sejauh ini saya cukup puas dengan semua fiturnya, apa lagi biaya langganannya yang ramah di kantong. Tapi jika ada fitur yang ingin aku minta tambahkan, aku cuma mau bilang 4 kata, ""Download ke kartu SD""",5,2022-11-11 14:24:23
Menurut saya aplikasi ini bagus film luar yang saya suka berbahas Indonesia tapi sayang tidak semua film berbahasa Indonesia mohon perbanyak lagi film yang berbahasa Indonesia nya,4,2022-11-11 12:15:18
Disney update ke versi android tv dong soal nya lebih asik layar lebar terima kasih,5,2022-11-11 09:57:01
"Aplikasi sdh baik. Tapi masalah muncul sejak update ke versi 5.3.0 untuk android TV. Aplikasi tidak dapat memunculkan gambar (black screen) saat mencoba film/series yg ingin ditonton. Gambar hanya muncul saat di play. Dan, sdh berkali2 reset pabrik juga uninstal apalikasi tapi tetap begitu saja. Saya mencoba instal aplikasi di HP ternyata sama (black screen) padahal sinyal wifi full/stabil. Mohon segera diperbaiki oleh tim developer. Biar nyaman ditonton.",4,2022-11-11 09:16:39
Memaksa untuk bayar dah tau engga punya uang,1,2022-11-11 09:10:53
Bagus,4,2022-11-11 08:54:22
Mantab lah menghibur di waktu luang + berkat bundling paket Telkomsel makin jos,5,2022-11-11 06:20:32
Malas bayar,1,2022-11-11 02:01:48
Login aja susah,2,2022-11-11 01:04:01
Bagus sih,1,2022-11-10 21:55:15
berbayar anjing mahal pula tu,1,2022-11-10 21:42:52
"Saya login pakai nomor By.Uyg kalo isi paket data di bundling langganan Disney 1 bulan, tapi kok di suruh langganan lagi",2,2022-11-10 21:38:12
Nice. Selalu jadi yg terbaik,5,2022-11-10 20:23:42
Jelek,1,2022-11-10 20:08:47
Aplikasi yang memiliki banyak film yang bagus dan keren-keren dan jika berlanggannan terjangkau tetapi bisa ditingkatakan untuk menmbahkan fitur perceptab film dan mungkin juga tap2x dalam percepatannya sehingga kita akan lebih nyaman dalam menonton,5,2022-11-10 18:12:13
Kok gak bisa diinstal yah,1,2022-11-10 13:28:51
"Baru daftar dan nonton 1 film itu pun belum selesai baru jalan 1/4 film sudah ngeFreez, dan banyak beberapa film yang dari awal saja sudah tidak bisa di tonton karena ngefreez, di klik filmnya cuma muter loading terus padahal pakai WiFi coba pake kuota tetep aja gak bisa, tetapi kalau trailer bisa diputar sedih rasanya cuma disuruh nonton trailer aja 😭, sudah di uninstall dan di instal lagi sama aja... Jadi bikin kapok untuk nonton di aplikasi ini",2,2022-11-09 17:16:32
Kerenn,5,2022-11-08 16:59:08
"Lumayan bagus, hanya saja susah dapat kode SMS untuk masuk berlangganan...",4,2022-11-08 14:19:41
"Mengapa Disney+ Hotstar sekarang sistemnya berbayar..dulu saya pernah download aplikasi ini tapi tak pernah berbayar apapun,, cukup dengan kuota khusus nya saja..",1,2022-11-08 14:14:58
Bagus tapi bayar,1,2022-11-08 13:17:25
Saya sukaaaaaaaaaaaa banget sama aplikasi nyaaaaaaaaaaaaaaaa,5,2022-11-08 03:19:38
parah disney malah jd mahal skarang semenjak ga kerja sama lagi saka tekomsel,3,2022-11-08 00:14:58
"Kurang lengkap tolong masukan juga doang (FEAR THE WALKING DEAD, THE WALKING DEAD WORLD BEYOND) dan film² lainnya",3,2022-11-08 00:02:22
Yg sudah download masa gak bisa play awal harus pake data.,1,2022-11-07 18:37:10
Ga berguna,1,2022-11-07 13:10:45
Kenapa film Avatar di hapus dari Disney+hotstar,1,2022-11-07 11:11:20
"Jelek banget masih kalah jauh ama netflix, masih banyak bug gajelas",1,2022-11-07 03:10:27
Maaf ini aplikasi Disney nya knpa beberapa hari ini nge bug terus? Mohon untuk diperbaiki 🙏,3,2022-11-06 21:49:37
Aku harap sih aplikasi ini bagus makanya aku kasih bintang 5 buat aplikasi ini,5,2022-11-06 19:58:56
"Kualitas gambarnya kurang tajam di kualitas tinggi, agak pecah gambarnya",4,2022-11-06 19:35:09
"what's wrong with this app, I've subscribed but I can't use it to watch I lose two hundred thousand for this. I want it fixed immediately",3,2022-11-06 19:16:18
Bagus,5,2022-11-06 19:09:01
Kaga jelas daftar,1,2022-11-06 18:14:13
Gaada pilihan play speed nya,3,2022-11-06 18:12:24
Tidak bisa berlangganan via pulsa Telkomsel kah min 🙄,2,2022-11-06 15:16:20
Bagus dan murah,5,2022-11-06 12:59:56
Bayar mahal2 g bisa nonton kuota bnyak 52gb telkom pula wifi pula ga bisa d tonton heran gua benerin dong apk nya jgn Bayar doang,1,2022-11-06 12:42:28
Make ini juga karna bonus dari telkomsel. Sekarang ga lagi dapat bonus dari telkomsel. Langsung lah gw kasi bintang 1 wkwkwkwk,1,2022-11-06 10:34:43
Seru,5,2022-11-06 09:30:36
Tiap ganti episode full screen buttonnya ilang mesti restart aplikasinya dulu baru muncul,2,2022-11-06 06:03:16
Jaringan kuat.. tapi pemutaran video selalu buffering,1,2022-11-06 00:16:16
very gud,5,2022-11-05 23:57:22
Udh ga kerja sama lagi ya sama Telkomsel yah maaf bintang 1 ya mau nonton jadi susah hahaha,1,2022-11-05 22:28:43
"buat yg putar video nya muter2 terus atau gambar gelap silahkan restart hp nya, semoga membantu.",5,2022-11-05 20:08:51
Sudah bener kinerja nya harus ditingkatkan,5,2022-11-05 18:28:36
Kok langganan gue hilang saat nonton ya,1,2022-11-05 17:49:00
Bagus saya suka dengan aplikasi ini ✌️,5,2022-11-05 15:27:50
Burik bayar,1,2022-11-05 14:30:06
CACAT BGST,1,2022-11-05 11:52:06
Mantaaaaaaaaaap,5,2022-11-05 11:41:42
Entertaining,5,2022-11-05 07:16:07
jelek mending netflix,1,2022-11-05 06:59:13
Menang nama doang aplikasi Kok muter mulu padahal kuota banyak jaringan 4G masa dipakai ke semua operator tetap banyakan buffering... Masih mending aplikasi sebelah,1,2022-11-04 22:39:17
Saya pengguna baru kecewa rasanya.pas lagi nonton seru2nya bufering lama. Sekali harus di ulang lagi,2,2022-11-04 21:17:30
"Sedih banget! Tiap mo nonton resolusi filmnya selalu pecah pecah. Padahal udah disetting paling tinggi tetep sama aja. Saya bandingin ketika gunain youtube, tiktok, instagram lancar lancar aja. Disini lemot parahhh, resolusi selalu rendah. Udah pernah complain nggak ada perubahan!",1,2022-11-04 17:59:41
Kok udah ga bisa langganan pake paket data lgi ya? Smnjak update malah aneh..,1,2022-11-04 11:13:20
Oke banget,4,2022-11-04 10:40:44
sering blur video nya🥺 pdhal bagus2 film nya loh,1,2022-11-04 09:14:53
"Keren, dan mantap untuk streaming marvel. Serial kartun america juga ada kaya Family guy atau the simpson. Cocok buat pekerja yg suka rindu suasana hari sabtu nonton kartun di RCTI, karena ada film pixar dubbing bahasa indonesia",5,2022-11-04 09:02:17
Subtitle beberapa,5,2022-11-04 06:12:54
Kualitas videonya udah oke banget..tapi ga bs dishare di medsos..,3,2022-11-03 22:49:59
"Sudah langganan 2 tahun, dan selama ini oke2 aja, lebih sering nonton disney di tv, jarang di hp. Tapi udah beberapa hari ini setelah update, mau nonton di hp selalu bug, tiba2 tampilan layar freezing, ga bisa di klik atau diapa2in, tiba2 aplikasi force close dan hp langsung restart sendiri. Udah hapus dan instal ulang aplikasi, tapi masih ga ada perubahan, untuk sementara ga bisa nonton di hp. (Device Redmi Note 8 Pro, RAM 6 ROM 64, sisa penyimpanan masih banyak)",2,2022-11-03 22:39:57
"Skrg disney gabisa streaming, kenapa ya?",1,2022-11-03 20:22:32
saya isi paket b.yu +Disney hotstar kenapa pas mau play harus berlangganan dulu sih,1,2022-11-03 16:03:03
"Upload movie, variety show, or series yang diperankan oleh Super Junior dong. Super Junior kan termasuk boyband Korea yang legendaris. Pasti banyak yang suka.",5,2022-11-03 15:57:54
Sulit untuk log in,1,2022-11-03 09:36:36
Males langganan semenjak pisah ranjang dgn Telkomsel..,1,2022-11-03 02:59:33
"Serius ini, admin Disney keren banget deh.. Beberapa waktu lalu aku komen minta di perbanyak serial Drakornya bener bener langsung dongg. Saran lagi buat admin nya drakor genre Kedokteran+hukumnya diperbanyak lagi hehehe MAKASIH Disney 💕",5,2022-11-03 00:15:41
Aplikasi ga ada pembenahan tololl,1,2022-11-02 22:29:07
Harus bayar,1,2022-11-02 22:21:21
Sudah di stel ke kualitas tertinggi malah sering ngeblur sendiri,1,2022-11-02 21:56:35
"Resolusi sungguh menganggu, berganti2 sendiri,pdahal sudh pilih yg tinggi",2,2022-11-02 20:48:41
Udah bayar malah di kasih nonton trailer Gimana sih gk memuaskan bangt gk ada yg bisa di tonton cuma trailer doang,1,2022-11-02 19:48:08
Bagus dan rame,2,2022-11-02 18:35:19
"Hampir setiap film,series,dan semua video pasti subtitle nya terlambat dan kadang ndak ada artinya tolong di perbaiki",1,2022-11-02 13:00:55
tambahin metode pembayaran virtual account nya dong .... vitual account bank nya untuk pembayaran di tambah lagi,4,2022-11-02 11:47:17
Bayar,1,2022-11-02 09:27:02
Sangat bagus,5,2022-11-01 20:11:47
Aplikasinya bagus 🤩... Tapi serisnya sering delay.,3,2022-11-01 19:14:55
"Saya beli paket combo sakti Telkomsel yg sudah include dengan berlangganan disney hotstar, tapi saat akan nonton malah disuruh langganan lagi , aneh. Biasanya tidak begini",1,2022-11-01 15:12:40
starmaker liters smule,1,2022-11-01 10:45:35
Film Pixar yg promosikan LGBT tidak layak ditonton anak2,1,2022-11-01 09:01:06
Mantap,5,2022-11-01 08:24:36
"Suka dengan film2 nya sangat bervariasi, kl bisa tambahin film2 Korea nya ya.. Terimakasih",5,2022-11-01 07:47:55
Berlangganan perbulan mahal,3,2022-10-31 23:36:59
nyesel nginstal...masa udah laganan paket 2mbps biasanya udah sekalian langganan disney Hotstar...sekarang malah harus bayar lagi sama aja laganan di dalam langganan intinya harus bayar 2x....kecewa makanya w uninstal makasih udah bikin pelanggan setia kecewa #disney+Hotstar,1,2022-10-31 22:13:44
Buruk buruk buruk,3,2022-10-31 19:54:39
Ini sangat bagus sekali dan sip biat aku sih sip sanget soalnya aku suka lihat flim pokok nya cocok banget buat yang suka nonton flim tapi agak sedikit lemot,4,2022-10-31 18:58:32
"Bagus banget ... nggak bisa berkata"" lagi",5,2022-10-31 18:01:46
sdh tidak masuk dalam langganan unlimitid telkomsel,1,2022-10-31 17:13:44
Yahh gk dapet gratis dari paketan lagi😔,1,2022-10-31 15:54:48
"Terjadi kesalahan . ( NL-4000) cari di google ngak ada, apalagi di YouTube, trus gimana caranya putar filmnya?",1,2022-10-31 15:00:23
Tolong dong tambahkan audio bahasa Indonesia,3,2022-10-31 14:13:20
Baik,5,2022-10-31 13:35:41
film india yeah jadu hai jinn y kok jadi menghilang?,2,2022-10-31 12:51:09
Keren banget app ini murah lagi langganannya mantap,5,2022-10-31 07:57:57
Good,5,2022-10-31 05:47:33
Loading terus padahal jaringan bagus,1,2022-10-31 05:34:50
Aplikasi ini bagus tp kontrak dg telkomsel sdh berakhir,5,2022-10-30 22:13:27
"Kode OTP susah sekali masuknya, nunggu lama gk masuk""..",1,2022-10-30 19:48:00
"ngebug, kualitas video jlek, patah"", jlek dah pkonya",1,2022-10-30 19:47:28
"Saya sudah berlangganan 1 tahun loh kenapa sekarang aplikasi nya gak bisa di pake ngerestar senadiri dan tidak ada respon dari aplikasi tolong di perbaikin, dan di optimalkan jangan sampe pelangan yang setia pindah ke aplikasi lain yang lebih bagus",1,2022-10-30 18:27:54
Saya sudah berlangganan melalui pembelian paket di my telkomsel...tp ketika mau nonton koq haus beli lg langganan....aneh,1,2022-10-30 14:15:09
"Aplikasi ini bagus, bisa nonton vidio gratis dan juga bisa kita donlwod vidio nya sekian terima kasih",5,2022-10-30 13:43:11
Ga menarik,1,2022-10-30 11:43:42
aplikasi nya bagus,5,2022-10-30 10:04:29
Aplikasi tolol entar bisa entar kagak,1,2022-10-30 09:41:32
"Tolong perbaiki bugnya dr td malam mau nonton malah stuck di logo doang muter2 padahal sinyal wifi kenceng, bahkan paket data ku jg masih banyak",1,2022-10-30 08:52:56
"Buat kartun yang dulunya di disney chanel, pasti selalu lama updatenya kalo di disney + hostar :( contohnya amphibia dan the owl house. kadang harus nunggu 3 bulan baru episode baru nya ada di disney + hostar.",3,2022-10-30 07:15:50
anjir download muter terus cok diperbaiki lah,1,2022-10-30 05:45:31
Jelek aplikasi nya masak mau nontong g bisa harus langganan dulu itu menyogok apa menyogok sih😡,1,2022-10-30 05:38:19
Gatel malah dadi bayar padahal udah pake simPATI udah geratis nonton malah koyo asu,1,2022-10-30 05:23:11
Selalu terjadi error saat memutar film dengan kode (PL-1001). MOHON DI PERBAIKI,1,2022-10-29 20:33:31
Filmnya jadul2,1,2022-10-29 13:12:48
Aplikasi ampas. Bug terus terusan. Kalau memang gabisa di pake ya sekalian gabisa diinstal. Ampas banget lah developer nya.,1,2022-10-29 09:07:19
"Radha krishna nya jadi nggk ada,, pdahal suka banget liat radha krishna.. Kecewaa dehh..",2,2022-10-29 08:13:20
Menemani saat perjalan panjang berangkat dan pulang kerja dengan suguhan film² yang menarik,5,2022-10-29 07:39:19
"Please lah disney plus hotstar, segera perbaiki tuh bug nya biar pengguna nyaman menggunakannya",1,2022-10-28 21:26:12
Jaringan ngeleg mulu padahal connect sinyal wifi bagus gak jelas banget,1,2022-10-28 20:50:22
katanya beli paket kuita telkomsel bisa gratis nonton di disney+ hotstar ini ko kaga bisa,1,2022-10-28 20:05:43
"Keluar Sendiri,",1,2022-10-28 18:46:30
"udah gak include lagi bareng paket combo sakti telkomsel, kecewaa sekali",1,2022-10-28 18:32:23
Kurang lebih 1 tahun sudah menggunakan apk Disney+Hostar.Selama ini tidak ada masalah.Saya sangat puas dengan pelayanannya 😊🙏🏻,5,2022-10-28 18:28:30
tidak usah download aplikasi ini.. tak ada manfaatnya,1,2022-10-28 16:24:31
Pertama pasti harus memasukan akun atau nama,1,2022-10-28 15:43:47
Kurang banyak filmnya,4,2022-10-28 08:07:56
Good!!!,5,2022-10-28 01:00:17
Perfect,5,2022-10-27 20:28:18
bagus,5,2022-10-27 20:27:31
mantap banyak film 2 favorit di sini,5,2022-10-27 20:14:32
"Pakai aplikasi ini harus super sabar, internet sudah super cepat tapi muter teruss,, entah siapa yang salaah 😂😂",1,2022-10-27 18:48:12
Jelek banget gak bisa di download gratissss,1,2022-10-27 16:55:27
Ok,5,2022-10-27 16:38:22
Overall bgs kok cmn pas aku byr error udh dibayar loh pdhl,1,2022-10-27 15:10:12
"Saya mohon kalau bisa diberikan pilihan untuk langganan bulanannya bisa dibayarkan di indomart , alfamart , alfamidi. Dikasih fleksibiltas dan kemudahan begitu untuk melakukan pembayarannya. Sementara satu bintang dulu. Terima kasih.",1,2022-10-27 10:25:43
Ini saya yg GK bisa ap yg bkin aplikasi begok sih knp mau nnton Vidio semuany hanya cuplikany saja gmn cara nnton full Vidio ny🤦🏻‍♀️,1,2022-10-27 10:11:04
Sudah berlangganan di telkomsel malah pas buka aplikasi d suruh bayar lagi buat berlangganan. Gimana nih konsepnya ?,1,2022-10-27 08:30:25
Worst customer service,1,2022-10-27 07:18:46
"Parah nih apk, udah saya top up. Tpi knp pas udah sminggu, stiap kali mau nonton. Film pun gk bisa kebuka, macet ngebleng. Hanya suara ya aja yg ada, mau kluar dri apk pun gk bisa gra² macet, harus di matiin dulu hp nya. Nyesel saya udah top up min, tolong perbaiki.!!!!!",1,2022-10-26 21:14:33
"pilihannya ada langganan sebulan sm setaun, mau nyoba yg sebulan knp gabisa ya?malah disuruh beralih ke setaun?kl emg gabisa sebulan ngapain dikasih pilihan bulanan/pertaun. aneh bgt",1,2022-10-26 21:00:01
Oke,5,2022-10-26 20:30:59
"Harga berlangganan sangat terjangkau,",4,2022-10-26 20:14:37
Paket Telkomsel tdk gratis lagi,1,2022-10-26 20:14:19
udah gak gratis lg ingklud ama paketan Telkomsel.. jd rate 1,1,2022-10-26 19:14:30
Mantap,5,2022-10-26 18:58:55
Mohon diperbaiki di bagian subtitle yang terlalu cepat hilang atau berganti,4,2022-10-26 18:42:03
Padahal udah berlangganan Disneyplus tapi kok gak bisa sih,1,2022-10-26 17:36:25
Kenapa nggk bisa bayar bulanan ?,1,2022-10-26 17:05:43
Kok nggak bisa login sih???,1,2022-10-26 05:25:35
Ga bisa dibuka aplikasinya? Eror mulu,1,2022-10-26 04:58:26
Ga dipake karena ga nyampur sama paket Kouta internet,1,2022-10-25 21:00:26
"Tolong film Film Indonesia keluaran terbaru di bioskop segera di update, segera di tayangkan di Disney+ Hotstar TV Android, saya sudah menjadi langganan",5,2022-10-25 16:38:34
Kok skrg hrs byr,5,2022-10-25 15:50:25
"Keren cuk,tapi resolusinya suka keubah ubah sendiri",5,2022-10-25 15:35:01
"Meski koleksi filmnya masih sedikit, tapi cukup lah buat hiburan di rumah.",5,2022-10-25 13:32:11
"Lagi asik nonton pause bentar terus mo lanjut lagi lha kok loading lama bgt, aku kira jaringanku yang bermasalah jadi aku coba nonton video di aplikasi lain lha kok lancar2 saja.. aku coba log out log in terus lanjutin video yang aku tonton kok masih gak bisa??? Aku hapus trus aku download lagi ini aplikasi lha kok sama masih gak bisa juga buat lanjutin tontonanku???? Why????",2,2022-10-25 11:58:01
"Knpa saya g bisa nonton dah berlaganan lewat nomer Telkomsel, tetep bertuliskan berlangganan trus",3,2022-10-25 08:47:31
Sdh langganan gak bisa nonton,1,2022-10-25 05:59:24
Mau nannya kenapa film titanic dihapus dari Hotstar.?,5,2022-10-25 02:58:29
"Subtitle bahasa Inggrisnya telat, nggak sesuai sama dialognya.",1,2022-10-24 21:21:35
Udah beli paket bayar tambahan RP100 Opsi nya hanya pakai Credit card ya kalau nggak ada Credit card gimana su..,1,2022-10-24 21:07:59
Kebanyakan bug,1,2022-10-24 19:41:21
Pengalaman menonton dengan keluarga sangat memuaskan,5,2022-10-24 19:39:27
Kenapa ya saya mau berlangganan via pulsa Indosat tapi kaga bisa aneh bgt.,1,2022-10-24 19:14:10
Kenapa Disney hotstar harus berlangganan dlu baru bsa ntn ahh parah,5,2022-10-24 19:06:05
Mantap,5,2022-10-24 12:17:14
"Tolong kepada pihak Developer untuk di rubah kembali pada subtitle nya supaya lebih di perbesar karena lumayan sulit, sering kali tidak kelihatan saat di baca. Demi kenyamanan pengguna mohon untuk di pertimbangkan, terimakasih.",2,2022-10-24 06:41:14
Baguss banget dan banyak pilihan filmnya,5,2022-10-23 23:55:43
Baik,5,2022-10-23 19:27:12
"percuma isi data telkomsel, kalau sekarang harus bayar 199 ribu untuk menonton mendingan nonton di web atau download Film auto uninstal Aplikasi disney + Hotstar👎",1,2022-10-23 17:50:24
"Untuk kualitas memang lebih top, tetapi bnyk yg harus diperbaiki. Seperti tombol lock ketika play agar tdk otomatis skip ketika tersentuh, subtitle yang besar sehingga menutupi hampir seluruh layar, untuk contoh mungkin Netflix yang paling bagus segala segi untuk aplikasi tv online",3,2022-10-23 16:51:15
Coba dulu ya om,5,2022-10-23 16:02:59
Hrus bayar g enak,1,2022-10-23 12:53:10
"Sudah langganan paket telkomsel yg ada Disney+ nya tapi kok masih gak bisa ya, katanya belum langganan, aneh",3,2022-10-23 09:53:27
ok,5,2022-10-23 09:11:16
"Hanya kurang di bagian unduh, seharusnya ketika kita mau mendownload video tersebut itu ditanyakan dulu mau di eksternal atau internal jdi yg memorinya sedikit bisa menggunakan kartu SD",4,2022-10-23 08:55:12
Konten seru khas Disney dan marvel hanya koneksi dan kualitas video tidak stabil saat pakai hotspot berbeda dengan salah satu aplikasi sejenis,4,2022-10-23 08:26:10
"Kerjasama nya habis sama provider byu jd uninstall,udah gak bisa nonton gratis lagi,bye bye....",1,2022-10-23 02:48:40
Padahal sudah dewasa selalu minta konfirmasi usia dan nonton film kena block,1,2022-10-22 23:19:14
"Aku gak tau kalo disney udh gak kerja sama lagi dg Telkomsel, skrng paketku gak bisa akses disney kan aneh pdhl masih lama 😭",4,2022-10-22 21:42:52
td nya bagus. skrg kok jd lemot.. ada pesan kesalahan memutar konten masalah DRM ....... (DR-1100) gimana carae bisa kembali bagus,2,2022-10-22 18:41:33
Bisa nonton ejen ali musim 3,5,2022-10-22 18:41:16
ok,5,2022-10-22 16:15:32
Film²nya dah bgs.tpi ini kok film yg sdh di download gk bsa diputar!?loading trs.,3,2022-10-22 12:57:56
film marvel kurang lengkap,2,2022-10-22 10:39:32
Mau logi di web kode verifikasi baru masuk 12jam,1,2022-10-22 10:01:58
Pengabdi setan 2 kapan tayang???,3,2022-10-22 09:58:21
"Knp si Disney selalu tiba"" ngeRestart ulang app nya,, Film"" yg sudah saya download terhapus, dan saya hrs download ulang lagi,dan masih bisa ngblank saat di putar,, Perbaiki dong,,!!!?? Kalau mau banyak di minati sama konsument harus bisa di monitor dengan baik dan ditingkatkan lagi kualitas nya ,, jangan sampe Disney di banding"" kan dengan akun sebelah (Nef**x ) atau yg lain nya",1,2022-10-21 23:16:19
"Udah berlangganan, eh kok malah g bisa dibuka, padahal sinyal 4G+, tetep g nyambung, mohon perbaikannya ya, langganan setahun tapi ga bisa dipake Video udah di download, tapi g bisa ditonton Truz maksudnya apaaa",2,2022-10-21 23:04:26
"Kenapa kalo nonton di hp, ukuran subtitle nya kecil banget",2,2022-10-21 19:44:01
"Only promo from telkomsel i see this app, now must buy, bye bye",1,2022-10-21 17:15:53
Bagus,5,2022-10-21 15:11:47
Bgus,5,2022-10-21 11:47:00
Filmnya bagus2 awalnya lancar udah langgannan juga tapi pas mau nonton sering hang sering bufering dan lebih parahnya suaranya jalan tapi gambarnya berhenti tolong ya di oerbaiki lebih baik lagi padhal filmnua bagus2,2,2022-10-21 10:29:05
"Kok ngga bisa di putar sih videonya, padahal udah bayar mahal² dan hasilnya ngga bisa di putar😏 saya langganan kan untuk nonton film bukan untuk ngilangin duit secara cuma-cuma!!!!",1,2022-10-21 05:21:15
"Sudah berlangganan otomatis tp masih disuruh berlangganan lg, aplikasi aneh",1,2022-10-20 17:47:48
Mata duitan,1,2022-10-20 17:40:15
"Di mipad 5 ga bs fullscreen ,gambar cuman separo",1,2022-10-20 17:28:18
Iiq llloo,5,2022-10-20 17:23:11
Cool,5,2022-10-20 16:41:19
Bagus,5,2022-10-20 16:40:11
"Hotstar ku tiba2 gak bs diakses erorr, dan gak tau harus ngadu kemana. Udah bayar setaun malah g bisa di akses .🤬🤬",1,2022-10-20 14:57:37
Sering gelap sendiri fix this bug,1,2022-10-20 14:01:54
thats akwok,5,2022-10-20 13:51:15
Saya sudah langganan selama sebulan dari telkomsel tapi sudah login pakai nomernya ko masih di suruh berlangganan ini gimnaa sih ?,3,2022-10-20 12:24:08
Mantapp,5,2022-10-20 01:12:58
Suka blank klo lg setel film,1,2022-10-19 23:07:28
Uda berlanggan tapi loading trs GK buka buka sama sex....jelek...nyesel berlangganan,1,2022-10-19 21:40:28
Aku suka,5,2022-10-19 14:41:27
"Sebelumnya masih dpt paket bundling dr telkomsel. Tp di paket bundling tetep kepotong, pas mau nonton malah d suruh bayar langganan lg. Pas coba mau bayar pun, ga bisa. Nyusahin.",3,2022-10-19 13:33:08
Suka banget sama ini aplikasi 🥰🥰,5,2022-10-19 11:09:43
"Apk bagus dan bnyk film2 yg menarik, resolusi nya juga tinggi dan video yg di tambilkn sngt bersih",5,2022-10-19 09:11:29
Aplikasi kontolll🖕🖕🖕🖕,1,2022-10-19 08:05:41
"Kenapa pas saya mau update dia malah mengulang? Saya tuch cape, cuan dulu baru bintang 5 mwehhe",3,2022-10-19 07:04:11
Kenapa si ini disney histar mau nononton film nya malah muter muter mulu,1,2022-10-19 03:35:02
"Hahaha sebelumnya bingung kok udah mskin filmnya ke list tapi gaada dftar listnya ,tapi akhirnya ketemu si dan ga keliatan karena di list katwgori ,mending diubah aja tempatnya biar mudah",2,2022-10-18 22:03:28
"Kenapa akhir2 ini saya gak bisa buka aplikasi ini, padahal buat buka video dari aplikasi lain lancar2 aja gak ada lag. Apa HP saya yang rusak atau jaringan yg kurang kuat ya, tapi kalau masalahnya dari jaringan kok gak dari dulu",1,2022-10-18 21:40:05
Top,5,2022-10-18 21:32:26
Hola Admin Yang Terhormat Saya Sudah Beli D My Telkomsel Tapi kna Saya Tidak bisa Menonton Tolong Lah Gimana Ini,2,2022-10-18 21:28:03
Ini kenapa jadi muter2 doang pas putar vidio ... biasanya ngga gt .. padahal sinyal 4g penuh ... Ko loading nya semakin menjadi ya samoe ga bisa d puter ... mau nonton samoe lari ke apk lain .. rugi deh 😡,2,2022-10-18 21:26:22
Sekarang sudah berbayar,1,2022-10-18 21:12:39
"Jelek sekarang bayar tadi asik gratis, gausah di dowload bayar sekarang payah",1,2022-10-18 20:36:43
Baguss,5,2022-10-18 19:47:46
Saya beli paket telkomsel terlihat plus disney hotsar 1 bulan karena tertarik saya beli dong tapi sampe sekarang gak bisa di pake kenapa ya.. Tertulis di syarat ketentuan pihak telkomsel tinggal login .. Kok aneh ya disney.. Plis dong keburu satu bulan masa berlaku gak bisa di pake disneynya kan kita rugi.. Day 2; Kog tidak ada tanggapan ya bestie...,1,2022-10-18 18:17:38
Ribett,1,2022-10-18 18:17:01
"Salah satu aplikasi streaming film/series terbaik versi aku. Kualitas layarnya jg bisa dipilih dan bisa nyambung dgn mudah di hp dan komputer/laptop. Hanya saran saja untuk pihak Disney, perbanyak lagi series2 drama Korea apalagi drama on going... Tahun ini drakor dr Disney+ yg paling bagus ada Snowdrop dan Big Mouth. Thank u disney",4,2022-10-18 18:12:12
